ip= 1 ,W-index= 17.2 ,Rc(GV)= 4.381 ,depth(g/cm2)= 1033.23 ,g= 0.15
Total Flux (/cm2/s)= 0.000320322
  Energy(MeV/n)              u              v              w              x              y              z
   9.716288e+01  -9.171721e-03   1.253939e-01  -9.920646e-01  -2.170154e+01  -9.302942e+01   8.924188e+01
   1.178739e+03   4.924540e-01   1.699865e-01  -8.535770e-01  -1.785735e+01  -1.976838e+01   1.029148e+02
   6.244980e+01   1.470075e-01   7.104610e-01  -6.882107e-01   2.490262e+01  -6.264229e+01   8.595619e+01
   5.098266e+02  -1.662878e-01   2.543130e-01  -9.527189e-01  -1.592496e+01  -1.054141e+02   7.960371e+01
   6.725363e+01   5.241634e-01  -6.658475e-01   5.309425e-01  -1.715371e+01   6.385234e+01  -9.133331e+01
   5.162483e+01  -4.073682e-01   6.153360e-01  -6.748428e-01   1.174893e+01  -5.189944e+01   9.376742e+01
   1.656149e+02  -5.636103e-01   5.784211e-01  -5.897224e-01   9.255973e+01  -5.654833e+00   7.556353e+01
   5.570873e+01  -7.213875e-02   7.659621e-01  -6.388255e-01  -4.103852e+01  -4.729713e+01   1.044615e+02
   6.535843e+02  -3.764968e-01  -1.847007e-01  -9.078193e-01  -1.748390e+01  -3.483723e+01   1.244929e+02
   4.936289e+01  -7.746230e-01   1.847347e-01  -6.048407e-01   9.638893e+01  -3.811312e+01   3.024615e+01
   1.025670e+02  -4.726962e-02   9.723576e-02  -9.941382e-01   6.465787e+01  -4.843857e+01   9.277753e+01
   8.774583e+01  -4.261947e-01   4.841890e-01  -7.641460e-01   7.284716e+01   2.092970e+01   1.034971e+02
   1.866544e+02  -3.772277e-01  -1.517975e-01   9.135955e-01   1.485419e+01   4.166453e+01  -9.640154e+01
   8.825742e+02  -4.968565e-02   6.482182e-01  -7.598319e-01   1.070517e+01  -8.402469e+01   5.922596e+01
   3.744450e+02   6.531636e-01   2.482250e-01  -7.153752e-01  -5.113445e+01  -6.429589e+01   7.078941e+01
   1.565903e+01  -7.721775e-01  -3.499657e-01  -5.303451e-01   1.243219e+02   3.370087e+01  -1.469364e+01
   3.666180e+01   2.805205e-01  -8.873601e-01  -3.659239e-01  -2.808483e+01   1.247407e+02  -5.074352e+01
   1.294174e+02   5.741023e-01   4.379924e-05  -8.187835e-01  -7.399020e+01  -6.437579e+00   7.025272e+01
   1.874512e+02   3.099624e-02   3.253072e-01  -9.451002e-01  -7.197532e+01  -5.209196e+01   8.551807e+01
   2.151846e+02  -1.739117e-01   3.802665e-01  -9.083788e-01  -6.309382e+01   9.415455e+00   1.261072e+02
   7.950845e+01  -9.846504e-01  -1.740138e-01   1.351959e-02   1.085014e+02  -4.350545e+01  -5.433733e+01
   2.184801e+02  -2.479402e-01   6.320897e-01  -7.341582e-01   6.281636e+01  -7.979181e+01   4.629754e+01
   2.665197e+02   5.153579e-01   2.042192e-01  -8.322865e-01   2.933291e+01  -6.053986e+01   1.234594e+02
   1.690119e+02   8.197562e-01  -3.006429e-01   4.874562e-01  -7.338825e+01  -5.433869e+00  -8.508084e+01
   7.341649e+02  -4.716270e-01  -5.184077e-01  -7.133172e-01   7.473349e+01   4.825366e+01   5.570957e+01
   6.575796e+01   6.106949e-02  -9.339478e-01   3.521535e-01  -5.029104e+01   1.057393e+02   5.185964e+00
   3.919220e+02  -1.970322e-01   4.330308e-01  -8.795810e-01   3.370772e+01  -1.233604e+02   4.540757e+01
   2.109995e+02  -6.999245e-01   3.615085e-02  -7.133013e-01   1.818117e+01  -6.566392e+01   1.190251e+02
   9.849221e+01   6.632860e-01  -4.573641e-01  -5.923426e-01  -7.294625e+01  -3.081470e+01   1.109313e+02
   6.430648e+02  -5.824157e-03  -3.415620e-01  -9.398412e-01   7.489315e+01   2.964980e+01   9.516136e+01
   2.534515e+02  -3.752678e-01   8.266331e-01  -4.193469e-01   5.400233e+01  -8.081432e+01   3.083575e+01
   4.226135e+02  -4.121526e-01  -7.146094e-02  -9.083081e-01   1.071556e+02  -1.766010e+01   6.286143e+01
   2.812457e+01   6.285035e-01  -6.359178e-01   4.478749e-01  -8.101300e+01  -5.879035e-01  -1.104257e+02
   7.317602e+01   2.451869e-01  -3.279585e-01  -9.123194e-01  -4.156013e+01  -8.078121e+00   1.013453e+02
   3.428453e+03  -3.511325e-01   2.726973e-01  -8.957356e-01   2.046978e+00   5.539270e+01   1.277014e+02
   1.661895e+02  -6.968496e-01  -8.713781e-02  -7.119042e-01   1.172864e+02   1.604508e+01   2.369826e+01
   1.085757e+02  -5.886515e-01  -2.939583e-01  -7.530457e-01   5.305960e+01   5.236242e+01   7.087753e+01
   1.352679e+02  -1.316830e-01   3.819268e-01  -9.147631e-01   6.296109e+01  -4.891163e+01   7.983316e+01
   1.722571e+02   2.753966e-01   9.440859e-01   1.812694e-01   4.404724e+00  -9.597227e+01  -5.851500e+01
   9.271858e+01  -8.241454e-01   5.424087e-01   1.630247e-01   8.200820e+01  -7.506159e+01   5.091711e+01
   1.546739e+02   7.245163e-01  -1.063571e-01  -6.810024e-01  -1.025916e+02   9.125191e+01   2.344401e+01
   8.626361e+01  -2.349815e-02  -9.267660e-01  -3.749035e-01  -1.702046e+01   8.213497e+01   6.476346e+01
   2.369097e+02   4.861904e-01   1.320933e-02  -8.737531e-01   2.880640e+01  -2.814304e+01   1.300524e+02
   3.045646e+02  -5.181026e-01   2.433808e-01  -8.199607e-01   1.095005e+02   2.854558e+00   5.361507e+01
   4.769496e+02   2.501143e-01   3.637973e-01  -8.972705e-01  -9.570880e+01  -1.265147e+00   8.425731e+01
   1.342153e+03  -1.283434e-01   2.548508e-01  -9.584253e-01   2.848480e+01   4.744754e+01   1.131400e+02
   1.431628e+03   2.320544e-01  -7.488184e-02  -9.698162e-01  -8.307139e+01  -3.476721e+01   8.591973e+01
   3.704333e+02   1.120771e-02   1.380885e-01  -9.903565e-01   3.844760e+01   1.234512e+01   1.031302e+02
   2.213313e+01  -1.183288e-01  -3.489997e-01  -9.296222e-01  -5.466747e+01   9.979186e+01   7.706507e+01
   3.439252e+02  -2.087783e-01  -5.591811e-01  -8.023267e-01  -2.202895e+01   8.933239e+01   6.810964e+01
   8.651436e+02   7.438601e-01  -7.258691e-02  -6.643819e-01  -8.108415e+01  -4.991706e+01   6.518549e+01
   1.359074e+03   3.294799e-01   3.428996e-01  -8.796947e-01  -5.040857e+01  -5.658005e+01   7.274127e+01
   1.338373e+03  -5.445579e-02   6.625492e-02  -9.963156e-01  -2.961079e+01   6.052322e+01   1.060130e+02
   2.265375e+02   4.618949e-01   2.443736e-01  -8.526046e-01  -1.243885e+02   2.553714e+01   5.722019e+01
   1.481034e+02   8.007374e-01  -5.989597e-01  -8.174187e-03  -5.134308e+01   9.736025e+01   7.007468e+01
   2.740955e+02  -7.360999e-01  -5.624244e-01  -3.766108e-01   3.847570e+01   6.349989e+01   9.549420e+01
   3.391198e+01   4.467005e-01   5.055262e-01  -7.381747e-01   3.818594e+01  -5.865765e+01   1.184065e+02
   4.236637e+02  -7.973724e-02  -6.333123e-01  -7.697776e-01   2.357746e+01   7.702691e+01   6.409372e+01
   1.430117e+02  -8.146374e-02  -2.604585e-01  -9.620421e-01   5.576493e+01   5.712145e+01   8.375872e+01
   1.251997e+01  -1.701700e-02   4.856462e-01  -8.739898e-01   2.585909e+01  -9.616493e+01   6.047877e+01
   6.118348e+02   4.618242e-02  -3.192995e-01  -9.465279e-01  -5.462919e+01   2.328553e+01   9.512877e+01
   2.763356e+02   6.088827e-01   5.251036e-01  -5.945822e-01  -5.568610e+01  -1.674224e+01   9.637403e+01
   8.962982e+02   6.980561e-01  -4.367055e-01  -5.674557e-01  -1.278041e+02  -2.588775e+01   3.892974e+01
   2.723185e+02   3.833267e-01   8.590016e-01  -3.393772e-01   8.395230e+00  -1.330734e+02  -3.268377e+01
   1.013064e+03  -5.426188e-01   8.392660e-02  -8.357758e-01   1.267591e+02   2.586004e+01   3.994906e+01
   3.039178e+02  -1.738115e-01   5.535862e-01  -8.144519e-01  -4.156955e+01  -4.913957e+01   9.825292e+01
   6.631599e+02   5.422706e-02   7.208672e-01  -6.909486e-01   1.916618e+01  -9.656446e+01   4.548699e+01
   7.727677e+01  -6.942700e-01  -6.175303e-01  -3.696560e-01   6.098612e+01   4.993991e+01   7.255330e+01
   3.862774e+02   4.879142e-01  -4.644806e-01  -7.390518e-01  -2.502268e+00   1.300643e+02   5.191349e+01
   9.265624e+01   9.679888e-01   2.418135e-01  -6.725994e-02  -9.835184e+01  -2.678407e+01  -2.498111e+01
   1.205287e+02  -3.129462e-01  -3.619960e-01  -8.780795e-01  -3.853147e+01   6.169778e+01   1.021820e+02
   1.801619e+03  -1.655515e-01   6.275049e-01  -7.608090e-01   2.708237e+01  -2.653342e+01   1.036615e+02
   2.728389e+02   6.758368e-01   5.166191e-01  -5.256894e-01  -7.258836e+01  -7.481771e+01   2.337855e+01
   1.666823e+03  -5.255939e-01   8.216706e-02  -8.467583e-01   7.755154e+01  -4.025302e+01   6.605416e+01
   5.419377e+02   6.270827e-01  -1.580953e-01  -7.627406e-01  -6.071451e+01   7.270343e+01   6.612066e+01
   1.326580e+02   6.717732e-01  -1.731141e-01  -7.202446e-01  -9.342169e+01  -4.697049e+01   6.299674e+01
   1.311415e+02   3.289312e-01   1.308580e-01  -9.352435e-01  -8.123186e+01   3.407864e+01   8.312249e+01
   2.719735e+02   1.222215e-01  -4.873112e-01  -8.646327e-01  -5.545044e+00   9.260848e+01   6.267763e+01
   6.706777e+01   4.448642e-01   2.398097e-01  -8.628946e-01  -8.654788e+01  -9.935918e+01   4.365615e+01
   4.119719e+02  -2.348727e-01   1.506961e-02  -9.719093e-01   8.508744e+00   2.222471e+01   1.011786e+02
   1.192380e+01  -4.792826e-01  -8.735296e-01   8.505366e-02   3.349935e+01   1.021939e+02   6.260830e+01
   4.375328e+01   1.423877e-02  -2.721577e-01   9.621473e-01  -3.399872e+01  -7.265834e-01  -1.036366e+02
   5.438440e+01   3.346007e-01  -9.027853e-01  -2.702242e-01  -5.819612e+01   8.545537e+01   1.250695e+01
   9.348808e+02   3.600412e-01  -5.735783e-02  -9.311715e-01  -2.837652e+01  -6.782162e+00   9.683747e+01
   6.902410e+01  -5.989361e-01  -1.684044e-01  -7.828892e-01   9.454816e+01   2.764521e+01   4.945287e+01
   3.378313e+02   3.978074e-01   2.773549e-01  -8.745419e-01  -1.183157e+02  -4.904103e+01   4.497369e+01
   5.359280e+01   9.446783e-01   2.358333e-01  -2.279597e-01  -7.927400e+01  -1.430017e+01   9.536387e+01
   1.302547e+02  -2.575441e-01  -9.147012e-01  -3.114366e-01  -4.327807e+01   1.145392e+02   2.047554e+01
   2.719749e+02   5.277479e-02   5.111775e-01  -8.578534e-01  -9.227363e+01  -2.306166e+01   9.715143e+01
   4.249210e+02   2.798074e-01  -5.368303e-02  -9.585541e-01  -6.681574e+01  -4.613710e+01   8.740377e+01
   1.185307e+03  -1.783903e-01  -5.587261e-01  -8.099396e-01  -1.722540e-01   2.992259e+01   1.028622e+02
   4.308995e+02   2.189015e-01  -5.138523e-01  -8.294805e-01  -6.120698e+01  -1.962807e+01   1.165641e+02
   3.115691e+02  -9.242002e-01   3.818572e-01   6.249683e-03   1.122895e+02   1.028324e+01  -2.379977e+01
   2.740528e+02  -1.144042e-01  -2.421840e-02  -9.931390e-01  -8.245713e+01   8.025730e+00   1.099937e+02
   2.666930e+02   9.153322e-01  -1.566458e-01  -3.709839e-01  -5.991038e+01   4.134883e+01   1.042767e+02
   3.091443e+02   6.152237e-01   5.214123e-01  -5.912943e-01  -9.941648e+01  -3.375132e+01   3.591827e+01
   3.180531e+01   9.911652e-01   1.230414e-01  -4.952207e-02  -9.475558e+01  -1.146992e+01   9.430744e+01
   1.337137e+02  -8.880799e-02   1.800785e-01  -9.796351e-01   9.802784e+01  -3.619076e+01   8.653954e+01
   4.485662e+01   1.791221e-01  -6.714475e-01  -7.190783e-01  -1.055352e+02   8.868186e+01   2.997045e+01
   1.487788e+02  -6.163378e-01  -1.568504e-01  -7.717031e-01   9.295554e+01  -6.086224e+01   6.771289e+01
   6.265803e+01   3.767331e-01   9.766999e-02  -9.211584e-01   3.067064e+01  -1.808429e+01   1.191851e+02
   1.206340e+02  -4.818563e-01  -1.895500e-02  -8.760452e-01  -1.774266e+01  -4.736770e+01   1.249334e+02
   1.240675e+02   8.892771e-01   4.420593e-01  -1.173449e-01  -7.905029e+01  -4.435678e+01   8.602043e+01
   5.879170e+02  -1.824260e-01   3.612902e-02  -9.825556e-01   6.011116e+00  -8.962035e+01   9.736398e+01
   1.678593e+03  -7.377002e-02   5.767788e-01  -8.135627e-01  -7.935194e+01  -4.296309e+01   9.965255e+01
   1.782827e+03   1.368182e-01   4.515805e-02  -9.895663e-01   1.887060e+01  -5.382339e+01   1.012072e+02
   4.676372e+02  -2.045052e-01   1.694208e-01  -9.640924e-01   3.846046e+01  -8.364382e+01   8.086739e+01
   3.687357e+01   6.311239e-01   6.965536e-01  -3.413146e-01  -2.911616e+01  -6.099540e+01   1.146670e+02
   3.249209e+01   1.900676e-01   5.634559e-01  -8.039849e-01   2.791608e+01   7.534730e+00   1.362606e+02
   9.230361e+02   2.700974e-02   4.208904e-01  -9.067093e-01  -2.524698e+01  -3.516427e+01   9.321376e+01
   9.545607e+01  -4.473259e-02   5.465063e-01  -8.362594e-01   6.768327e+00  -6.296783e+01   7.806778e+01
   8.269691e+02  -4.713330e-01   5.095448e-01  -7.198675e-01   3.244712e+01   1.839665e+01   1.306914e+02
   7.308672e+01  -2.409102e-01  -3.537922e-01  -9.037662e-01   3.780005e+01   6.875442e+01   7.365711e+01
   5.427118e+02   3.880669e-01   4.209821e-01  -8.198647e-01  -2.955204e+01  -1.942471e+01   9.800931e+01
   7.001113e+01   6.072535e-02   2.177377e-01  -9.741164e-01   2.596689e+01   3.590980e+01   1.123026e+02
   1.433390e+01   8.313631e-01   5.552796e-01   2.236068e-02  -8.376108e+01  -5.526912e+01   1.456508e+01
   9.588418e+01   7.032290e-01  -1.969026e-02  -7.106907e-01  -4.675009e+01   6.369022e+01   9.268435e+01
   2.528071e+03  -3.760482e-01   1.472286e-01  -9.148286e-01   6.928895e+01  -3.436842e+01   7.529716e+01
   2.450889e+02  -5.841642e-01  -1.082434e-01  -8.043852e-01   8.634065e+01   6.883539e+01   5.235291e+01
   3.572859e+02  -8.196651e-01  -7.571138e-02  -5.678176e-01   9.708822e+01  -2.310363e+01   3.904313e+01
   8.766258e+01   5.786444e-01  -8.062918e-01  -1.227362e-01   5.646669e+00   1.157728e+02   8.082966e+01
   2.871829e+02  -4.675854e-01  -2.694501e-01  -8.418791e-01   4.696940e+01   1.117731e+02   5.692089e+01
   5.250865e+02  -1.020441e-01   3.106172e-01  -9.450418e-01  -3.898294e+01  -5.539226e+01   9.181836e+01
   4.228671e+02   1.383363e-01  -5.598375e-01  -8.169731e-01   2.839011e+01   2.295538e+01   1.114799e+02
   2.406433e+02  -2.590060e-01   4.770131e-01  -8.398657e-01   2.987130e+01  -4.706393e+01   8.312406e+01
   2.947738e+02  -5.638122e-01   6.008983e-01  -5.666012e-01   1.287992e+02  -1.358870e+01   3.391456e+01
   1.022953e+02  -5.467579e-02  -1.608599e-01  -9.854616e-01   1.033199e+00   7.903942e+00   1.001278e+02
   1.868883e+03  -1.840905e-01  -3.655165e-01  -9.124190e-01   8.675539e+01   9.381800e+01   5.451129e+01
   5.870366e+02  -1.866281e-01   2.781828e-01  -9.422231e-01   9.618839e-01   6.072007e+01   1.238685e+02
   2.342698e+02  -2.917181e-02  -2.912250e-01  -9.562097e-01   1.181948e+01  -7.589237e+00   1.065304e+02
   2.265222e+01   4.247454e-01   3.985578e-01   8.128610e-01  -7.548895e+01   1.508459e+01  -9.097311e+01
   8.955420e+02   1.631214e-01   8.006752e-02  -9.833517e-01   4.788282e+01   6.049723e+01   1.145618e+02
   2.946658e+02  -4.130584e-01  -5.995535e-01  -6.855059e-01   1.001900e+01   9.864484e+01   5.356440e+01
   4.288845e+01   5.536252e-02  -9.243753e-01  -3.774458e-01   8.673248e+00   5.705571e+01   1.264798e+02
   1.716128e+02  -5.162323e-01   1.532900e-01  -8.426188e-01  -7.891539e+00   7.988120e+00   1.249656e+02
   5.768875e+02   8.232175e-01   1.700840e-01  -5.416496e-01  -5.651631e+01  -5.630868e+01   8.104422e+01
   1.171284e+02   8.297554e-01  -1.421392e-01  -5.397245e-01  -7.732329e+01  -5.329999e+01   8.044216e+01
   2.430638e+02  -3.231193e-01   7.379416e-01  -5.924830e-01   1.035483e+02  -2.877975e+01   7.646428e+01
   2.241114e+02   2.729488e-01  -6.615742e-02  -9.597511e-01  -1.841104e+01   9.902944e+01   9.213138e+01
   4.907773e+01  -3.086718e-01  -9.344713e-01  -1.774405e-01  -3.264418e+01   1.235615e+02  -3.036708e+01
   9.660919e+02  -1.317042e-01  -9.598687e-02  -9.866309e-01   5.077592e+01   2.809295e+01   9.184391e+01
   3.421128e+01  -8.731421e-01   3.677940e-01  -3.199226e-01   5.736373e+01  -5.975457e+01   8.732095e+01
   3.855882e+02   8.100185e-02   2.101498e-01  -9.743078e-01   5.283077e+01  -2.029371e+01   1.026520e+02
   1.603482e+02   8.022907e-01  -7.269154e-02  -5.924911e-01  -5.921683e+01  -3.758875e+00   8.905473e+01
   8.746397e+01   6.335201e-02   8.598856e-01  -5.065404e-01  -6.627727e+01  -5.640923e+01   9.337007e+01
   3.133056e+02  -4.138909e-02  -2.543071e-02  -9.988194e-01   4.148977e-01   3.868661e+01   9.911601e+01
   1.962248e+02   6.418786e-01  -2.924823e-02  -7.662483e-01  -9.726534e+01  -7.301426e+01   5.181480e+01
   3.716732e+02   6.990887e-01   6.773248e-01  -2.291424e-01  -9.606074e+01  -4.760114e+01   2.634174e+00
   6.000012e+01  -7.770370e-01  -5.201407e-01  -3.544956e-01   7.477128e+01   4.151027e+01   5.728920e+01
   1.875924e+02   1.224012e-01   6.822414e-01  -7.208083e-01  -5.031003e+01  -4.859025e+01   8.419951e+01
   1.252713e+03  -4.416313e-01  -3.123431e-01  -8.410729e-01   6.646635e+01   2.704268e+01   7.395291e+01
   4.325152e+02  -6.223086e-01   3.941944e-01  -6.762712e-01   1.011765e+02  -1.006065e+01   4.890218e+01
   5.707818e+02  -4.615689e-01  -1.249177e-01  -8.782652e-01   3.269690e+01   9.207656e+00   9.536747e+01
   4.552694e+02  -9.179905e-02   9.156268e-02  -9.915590e-01   4.652111e+01  -5.406929e+01   9.155146e+01
   1.356754e+02  -6.991331e-01  -1.795854e-01  -6.920708e-01   2.823041e+01   1.034141e+02   8.914047e+01
   5.483544e+02   1.944465e-01  -1.714921e-01  -9.658059e-01  -4.964226e+00   8.036375e+01   8.827133e+01
   1.377053e+02  -1.991332e-01   2.436468e-01  -9.492008e-01  -7.409822e+00   4.563313e+01   1.186197e+02
   1.811130e+02  -9.480387e-01  -3.130364e-01   5.684088e-02   9.796937e+01   3.734353e+01   8.037591e+01
   2.646161e+02   4.537084e-02  -7.113052e-01  -7.014174e-01   6.449392e+00   7.753832e+01   6.435427e+01
   1.924760e+02  -5.100524e-01  -3.136309e-02  -8.595714e-01   3.015078e+01  -7.708864e+01   1.012589e+02
   7.714766e+01  -1.516273e-01  -2.727917e-01  -9.500494e-01   1.105182e+01   6.010362e+00   1.017680e+02
   4.065786e+01  -1.847126e-01   5.162956e-02  -9.814355e-01  -4.337147e+01   5.149881e+01   1.127635e+02
   1.160836e+03   3.079750e-01  -3.541695e-01  -8.830149e-01   5.319798e+00   4.806564e+01   9.582508e+01
   2.553924e+01  -8.006678e-01  -4.146251e-01   4.324547e-01   1.381682e+02  -1.238539e+01   1.269857e+01
   2.071790e+02   1.307812e-01   3.436756e-01  -9.299373e-01  -3.117981e+01  -2.570894e+01   9.364796e+01
   2.220853e+01  -8.047460e-02   9.845939e-01   1.552376e-01  -1.093409e+00  -1.015640e+02  -5.716280e-01
   2.756870e+02   2.424283e-01   4.464712e-01  -8.613315e-01  -1.116724e+02  -3.893011e+00   8.265031e+01
   9.924590e+01  -1.732029e-01   6.261321e-01  -7.602364e-01   5.225455e+00   6.200895e+00   1.354546e+02
   1.940165e+02  -8.047395e-02  -2.667712e-02  -9.963997e-01  -6.081860e+01  -3.708607e+01   1.062663e+02
   2.489500e+02   3.481341e-02  -2.327158e-01  -9.719215e-01  -1.751033e+01   2.580271e+01   9.608359e+01
   4.015714e+02   4.073274e-01   4.467235e-01  -7.965692e-01  -2.557326e+01  -7.430579e+01   7.079004e+01
   8.135547e+02  -3.635048e-01  -3.454345e-01  -8.651816e-01   6.829889e+01   8.804974e+01   5.173203e+01
   1.589109e+01   4.178352e-01  -7.079578e-01  -5.693940e-01   3.564286e+01   1.135380e+02   6.061305e+01
   7.739167e+01   9.178809e-01   1.294253e-01  -3.751584e-01  -1.116953e+02  -6.669239e+01  -2.973331e+01
   8.585562e+01   3.035502e-01   7.044181e-01  -6.416015e-01  -1.129461e+01  -5.037757e+01   9.520653e+01
   8.523109e+01   3.724048e-01   3.445221e-01  -8.617536e-01  -7.915808e+01   2.885837e+01   9.337182e+01
   1.333467e+02  -4.277160e-01  -2.302690e-01  -8.740911e-01   7.902288e+01  -4.153143e+01   8.667752e+01
   8.623409e+02   6.667265e-01  -2.053722e-01  -7.164482e-01  -8.506039e+01   4.671675e+01   4.702875e+01
   1.318092e+02   4.733987e-01  -1.873842e-01  -8.606862e-01  -9.351873e+00  -2.969859e+01   1.175084e+02
   4.522168e+01  -8.588513e-01  -3.659367e-01   3.584198e-01   8.713538e+01   6.197961e+01  -6.927782e+00
   6.939948e+01   4.467013e-01  -8.547782e-02  -8.905905e-01   1.331396e+01   7.514795e+01   1.117504e+02
   3.117534e+02   1.831752e-02   4.758311e-01  -8.793459e-01   3.241092e+01  -3.740535e+01   9.415528e+01
   8.958049e+01   4.599445e-01   3.727995e-01  -8.058980e-01  -1.997047e+01  -6.108430e+01   8.443065e+01
   2.860118e+02   3.457930e-01   2.984719e-01  -8.895739e-01  -6.245515e+01   6.022481e+01   1.083427e+02
   3.730020e+01  -2.709700e-01   8.289212e-01  -4.893515e-01   1.602897e+01  -1.190670e+02  -6.213433e+00
   1.056288e+02  -7.350579e-01   5.242546e-01  -4.299384e-01   1.201890e+02  -2.530964e+00   2.402037e+01
   1.409646e+02   4.922883e-01   6.086403e-01  -6.222614e-01  -4.858308e+01  -1.531535e+01   1.072886e+02
   4.674294e+02   3.343667e-01   5.508849e-02  -9.408316e-01  -1.195569e+02   1.735225e+01   6.481508e+01
   1.356868e+01  -1.085302e-01  -6.026487e-01  -7.905920e-01  -5.985274e+01   8.324830e+01   7.124579e+01
   1.122029e+03   1.511435e-01  -7.921922e-01  -5.912589e-01  -3.225824e+01   3.716403e+01   1.110906e+02
   8.258976e+01   5.451328e-01  -4.510819e-01  -7.066508e-01   1.807882e+01   4.765221e+01   1.250410e+02
   1.377486e+01   4.144752e-01   7.105590e-01  -5.686091e-01  -2.809636e+00  -8.831375e+01   6.345898e+01
   1.341941e+03   1.672942e-02   7.087933e-02  -9.973446e-01   8.799084e+01   3.358526e+01   1.041290e+02
   2.088569e+02  -6.493043e-01  -7.315291e-01  -2.080122e-01   6.580272e+01   9.607496e+01  -6.253294e+01
   4.017435e+01   2.520605e-01   2.173726e-01  -9.429818e-01  -7.987662e+01  -3.516565e+01   7.658919e+01
   2.109823e+02   1.800012e-01  -6.289525e-01  -7.563189e-01  -6.858805e+01  -3.322344e+00   1.186585e+02
   1.984290e+02  -5.228582e-02  -2.030119e-01  -9.777793e-01  -2.227964e+01   5.751901e+01   9.152154e+01
   5.217925e+02  -2.065710e-01   4.616903e-02  -9.773417e-01   5.751581e+01   1.636142e+01   9.093472e+01
   5.651455e+02  -5.442046e-02   8.035621e-01  -5.927279e-01   1.416792e+01  -1.141262e+02   1.268958e+01
   4.043174e+02  -7.045864e-01  -6.150747e-01  -3.538941e-01   1.046178e+02   3.838302e+01   7.570915e+00
   3.382199e+02  -5.440805e-02  -4.088947e-02  -9.976812e-01   5.824652e+01  -5.523993e+01   9.931995e+01
   1.581962e+03  -2.502333e-01  -2.197776e-01  -9.429110e-01  -2.413787e+00   1.044531e+02   8.234878e+01
   1.584005e+02  -2.879954e-01  -2.348743e-01  -9.283818e-01   4.036325e+01   1.012729e+02   6.957177e+01
   2.601767e+02   2.541128e-01   3.752004e-01  -8.914322e-01  -5.151007e+01  -8.760968e+01   6.062093e+01
   1.754718e+02   5.561050e-01  -1.423575e-01  -8.188294e-01  -8.202714e+01  -1.624022e+01   6.924057e+01
   9.696979e+01  -4.182269e-01   5.248044e-01  -7.413951e-01   5.369226e+00  -1.149056e+02   5.051485e+01
   1.501980e+02  -7.187971e-02  -9.928261e-01  -9.554953e-02  -2.729257e+01   9.594907e+01   7.013166e+01
   7.673001e+01  -3.814090e-01   2.659234e-01  -8.853315e-01   6.251271e+00   2.129742e+01   1.166560e+02
   8.605748e+02  -3.516751e-01  -3.470339e-01  -8.694206e-01  -3.003587e+01   2.967412e+01   1.153239e+02
   1.317459e+02  -4.795467e-01   3.335952e-01  -8.116337e-01   1.163186e+02   3.191130e+00   5.579406e+01
   7.564458e+01   6.492248e-01   4.097172e-01  -6.408112e-01  -6.861962e+01  -3.003480e+01   6.732820e+01
   5.683178e+01   8.021330e-02  -4.127545e-01  -9.073034e-01   4.514779e+01   4.199154e+01   9.510518e+01
   3.429530e+02   2.937897e-01  -5.594704e-01  -7.750357e-01  -3.932653e+01   8.182523e+01   5.505226e+01
   1.732263e+03  -1.155250e-01  -1.134469e-01  -9.868048e-01   7.396099e+01  -6.471038e+01   1.001179e+02
   2.297210e+01   7.311958e-01   3.707624e-01   5.726151e-01  -1.237877e+02   1.249964e+01  -2.466113e+01
   2.018775e+02   3.306911e-02  -4.194779e-01  -9.071630e-01  -2.834605e+01   5.672623e+01   8.296990e+01
   1.395954e+02   7.028124e-01   7.864364e-02  -7.070148e-01  -7.402411e+01   4.457103e+01   7.281342e+01
   4.810855e+02  -5.343363e-01  -6.833215e-01  -4.975503e-01   1.202686e+02   6.695869e+00   6.262825e+01
   3.814776e+02  -3.834345e-01  -5.299469e-01  -7.563955e-01   1.178286e+02  -1.510693e+00   7.353430e+01
   1.048456e+02   5.300891e-01   4.896515e-01  -6.922767e-01  -1.318297e+01  -9.195806e+01   6.931398e+01
   1.410494e+02   1.195880e-01  -6.204711e-01  -7.750576e-01   6.665849e+01   8.463560e+01   7.155289e+01
   3.452463e+02   6.139712e-01   3.500832e-01  -7.074469e-01  -1.464913e+01  -2.316648e+00   1.274934e+02
   3.784684e+02  -1.936632e-01  -8.157638e-02  -9.776706e-01   5.581566e+01  -7.249534e+01   9.727659e+01
   3.031553e+02   2.029671e-01   2.496660e-01  -9.468217e-01  -2.107202e+01  -3.430665e+01   9.205310e+01
   2.042656e+03   2.073909e-01   1.268556e-01  -9.699983e-01  -1.108353e+02   4.780000e+00   8.002091e+01
   9.968781e+02  -3.364413e-01  -3.013346e-01  -8.921910e-01   5.597855e+01  -5.338669e+01   1.090055e+02
   4.560915e+02  -3.844349e-01  -3.415141e-01  -8.576584e-01   1.558152e+01  -1.535419e+01   1.157263e+02
   9.807721e+01   7.050796e-01   3.824246e-01  -5.971718e-01  -6.220591e+01  -2.234402e+01   7.970064e+01
   3.821858e+02  -6.810724e-02  -5.825474e-01  -8.099382e-01   9.307603e+01   8.278208e+01   5.609855e+01
   1.085748e+02   4.329159e-02   6.617834e-01  -7.484441e-01   7.030049e+01  -7.574160e+01   7.070519e+01
   1.997319e+02   5.812597e-01  -2.677197e-01  -7.684161e-01  -8.982782e+01  -3.708191e+01   7.510809e+01
